	BbigeminaBOND	BbovisT2Bo	BmicrotiRI	Candersoni30847	Ccayetanensis	CfelisWinnie	ChominisTU502	CmurisRN66	CparvumIowaII	Cubiquitum39726	CveliaCCMP2878	EacervulinaHoughton	EfalciformisB	EmaximaW	EmitisH	EnecatrixH	EtenellaH	GniphandrodesUnknown	HhammondiH	NcaninumL	PbergheiANKA	Pchabaudichabaudi	PcoatneyiHackeri	PcynomolgiB	Pfalciparum3D7	PfragileNilgiri	PgaboniSY75	Pgallinaceum8A	PinuiSanAntonio1	PknowlesiH	PmalariaeUG01	PovalecurtisiGH01	PreichenowiCDC	PrelictumSGS1	PvinckeipetteriCR	PvivaxSal1	Pyoeliiyoelii17X	SneuronaSN3	TannulataAnkara	TgondiiVEG	TorientalisShintoku	TparvaMuguga	VbrassicaformisCCMP3155
OG0015867	BBBOND_0005390-t26_1-p1																																										
OG0015868	BBBOND_0005395-t26_1-p1																																										
OG0015869	BBBOND_0005540-t26_1-p1																																										
OG0015870	BBBOND_0005760-t26_1-p1																																										
OG0015871	BBBOND_0005950-t26_1-p1																																										
OG0015872	BBBOND_0006110-t26_1-p1																																										
OG0015873	BBBOND_0006340-t26_1-p1																																										
OG0015874	BBBOND_0006350-t26_1-p1																																										
OG0015875	BBBOND_0006360-t26_1-p1																																										
OG0015876	BBBOND_0006370-t26_1-p1																																										
OG0015877	BBBOND_0006380-t26_1-p1																																										
OG0015878		BBOV_II000010-t26_1-p1																																									
OG0015879		BBOV_II000020-t26_1-p1																																									
OG0015880		BBOV_II000050-t26_1-p1																																									
OG0015881		BBOV_II000060-t26_1-p1																																									
OG0015882		BBOV_II000070-t26_1-p1																																									
OG0015883		BBOV_II000080-t26_1-p1																																									
OG0015884		BBOV_II000120-t26_1-p1																																									
OG0015885		BBOV_II000400-t26_1-p1																																									
OG0015886		BBOV_II000740-t26_1-p1																																									
OG0015887		BBOV_II000960-t26_1-p1																																									
OG0015888		BBOV_II001380-t26_1-p1																																									
OG0015889		BBOV_II001390-t26_1-p1																																									
OG0015890		BBOV_II002280-t26_1-p1																																									
OG0015891		BBOV_II002290-t26_1-p1																																									
OG0015892		BBOV_II004150-t26_1-p1																																									
OG0015893		BBOV_II004160-t26_1-p1																																									
OG0015894		BBOV_II004200-t26_1-p1																																									
OG0015895		BBOV_II004210-t26_1-p1																																									
OG0015896		BBOV_II004220-t26_1-p1																																									
OG0015897		BBOV_II005460-t26_1-p1																																									
OG0015898		BBOV_II005580-t26_1-p1																																									
OG0015899		BBOV_II006750-t26_1-p1																																									
OG0015900		BBOV_II006800-t26_1-p1																																									
OG0015901		BBOV_II006810-t26_1-p1																																									
OG0015902		BBOV_II007050-t26_1-p1																																									
OG0015903		BBOV_II007160-t26_1-p1																																									
OG0015904		BBOV_II007620-t26_1-p1																																									
OG0015905		BBOV_II007760-t26_1-p1																																									
OG0015906		BBOV_II007770-t26_1-p1																																									
OG0015907		BBOV_II007780-t26_1-p1																																									
OG0015908		BBOV_II007790-t26_1-p1																																									
OG0015909		BBOV_II007800-t26_1-p1																																									
OG0015910		BBOV_II007820-t26_1-p1																																									
OG0015911		BBOV_II007840-t26_1-p1																																									
OG0015912		BBOV_II007850-t26_1-p1																																									
OG0015913		BBOV_III000010-t26_1-p1																																									
OG0015914		BBOV_III000020-t26_1-p1																																									
OG0015915		BBOV_III000030-t26_1-p1																																									
OG0015916		BBOV_III000050-t26_1-p1																																									
OG0015917		BBOV_III000060-t26_1-p1																																									
OG0015918		BBOV_III000070-t26_1-p1																																									
OG0015919		BBOV_III000110-t26_1-p1																																									
OG0015920		BBOV_III000680-t26_1-p1																																									
OG0015921		BBOV_III000690-t26_1-p1																																									
OG0015922		BBOV_III001190-t26_1-p1																																									
OG0015923		BBOV_III001200-t26_1-p1																																									
OG0015924		BBOV_III001210-t26_1-p1																																									
OG0015925		BBOV_III001230-t26_1-p1																																									
OG0015926		BBOV_III001290-t26_1-p1																																									
OG0015927		BBOV_III001310-t26_1-p1																																									
OG0015928		BBOV_III001320-t26_1-p1																																									
OG0015929		BBOV_III001330-t26_1-p1																																									
OG0015930		BBOV_III002020-t26_1-p1																																									
OG0015931		BBOV_III002340-t26_1-p1																																									
OG0015932		BBOV_III002350-t26_1-p1																																									
OG0015933		BBOV_III002360-t26_1-p1																																									
OG0015934		BBOV_III002560-t26_1-p1																																									
OG0015935		BBOV_III003120-t26_1-p1																																									
OG0015936		BBOV_III004130-t26_1-p1																																									
OG0015937		BBOV_III004140-t26_1-p1																																									
OG0015938		BBOV_III004150-t26_1-p1																																									
OG0015939		BBOV_III004160-t26_1-p1																																									
OG0015940		BBOV_III004190-t26_1-p1																																									
OG0015941		BBOV_III004200-t26_1-p1																																									
OG0015942		BBOV_III004210-t26_1-p1																																									
OG0015943		BBOV_III004890-t26_1-p1																																									
OG0015944		BBOV_III005610-t26_1-p1																																									
OG0015945		BBOV_III005640-t26_1-p1																																									
OG0015946		BBOV_III005650-t26_1-p1																																									
OG0015947		BBOV_III005850-t26_1-p1																																									
OG0015948		BBOV_III007350-t26_1-p1																																									
OG0015949		BBOV_III007410-t26_1-p1																																									
OG0015950		BBOV_III007710-t26_1-p1																																									
OG0015951		BBOV_III007740-t26_1-p1																																									
OG0015952		BBOV_III008030-t26_1-p1																																									
OG0015953		BBOV_III008240-t26_1-p1																																									
OG0015954		BBOV_III009940-t26_1-p1																																									
OG0015955		BBOV_III010460-t26_1-p1																																									
OG0015956		BBOV_III010730-t26_1-p1																																									
