,Species Group,Number of Orthogroups,Number of genes,List of orthogroups,Sequence Name,Sequence Length,GOID,GOcount,GOterm,GOcategory,tophitGI,tophitaccession,Blast.Top.Hit.HSPs.Description,Blast.Top.Hit.E.Value,Blast.Top.Hit.Similarity,Interpro.Accession,Interpro.Type,Interpro.Name
65,NA,NA,NA,NA,PCYB_004410-t26_1-p1,63,,NA,,,457876207;389561255,GAB69692;XP_004227910,"gi|389561255|dbj|GAB69692.1|CYIR protein, partial [Plasmodium cynomolgi strain B]/gi|457876207|ref|XP_004227910.1|CYIR protein, partial [Plasmodium cynomolgi strain B]",4.90E-39,100.00%,,,
66,NA,NA,NA,NA,PCYB_004480-t26_1-p1,250,GO:0016021,1,integral component of membrane,Cellular Component,389561272;457876280,XP_004227917;GAB69699,gi|457876280|ref|XP_004227917.1|hypothetical protein PCYB_004480 [Plasmodium cynomolgi strain B]/gi|389561272|dbj|GAB69699.1|hypothetical protein PCYB_004480 [Plasmodium cynomolgi strain B],1.80E-178,100.00%,,,
67,NA,NA,NA,NA,PCYB_004640-t26_1-p1,364,GO:0016021,1,integral component of membrane,Cellular Component,457876409;389561324,XP_004227933;GAB69715,gi|457876409|ref|XP_004227933.1|CYIR protein [Plasmodium cynomolgi strain B]/gi|389561324|dbj|GAB69715.1|CYIR protein [Plasmodium cynomolgi strain B],0,100.00%,noIPR;IPR008780;noIPR;noIPR,DOMAIN;FAMILY;FAMILY;FAMILY,"Tryptophan/threonine-rich plasmodium antigen, C-terminal;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir"
68,NA,NA,NA,NA,PCYB_004740-t26_1-p1,102,GO:0016021,1,integral component of membrane,Cellular Component,389561358;457876503,XP_004227943;GAB69725,gi|389561358|dbj|GAB69725.1|CYIR protein [Plasmodium cynomolgi strain B]/gi|457876503|ref|XP_004227943.1|CYIR protein [Plasmodium cynomolgi strain B],5.10E-68,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
69,NA,NA,NA,NA,PCYB_005030-t26_1-p1,101,GO:0016021,1,integral component of membrane,Cellular Component,457876782;389561460,XP_004227972;GAB69754,"gi|457876782|ref|XP_004227972.1|CYIR protein, partial [Plasmodium cynomolgi strain B]/gi|389561460|dbj|GAB69754.1|CYIR protein, partial [Plasmodium cynomolgi strain B]",4.10E-68,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
70,NA,NA,NA,NA,PCYB_005710-t26_1-p1,377,GO:0016020,1,membrane,Cellular Component,457877374;389561678,XP_004228040;GAB69822,gi|457877374|ref|XP_004228040.1|hypothetical protein PCYB_005710 [Plasmodium cynomolgi strain B]/gi|389561678|dbj|GAB69822.1|hypothetical protein PCYB_005710 [Plasmodium cynomolgi strain B],0,100.00%,IPR008780;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
71,NA,NA,NA,NA,PCYB_005720-t26_1-p1,147,GO:0016021,1,integral component of membrane,Cellular Component,389561684;457877383,XP_004228041;GAB69823,gi|457877383|ref|XP_004228041.1|CYIR protein [Plasmodium cynomolgi strain B]/gi|389561684|dbj|GAB69823.1|CYIR protein [Plasmodium cynomolgi strain B],7.30E-104,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
72,NA,NA,NA,NA,PCYB_005870-t26_1-p1,250,GO:0016020,1,membrane,Cellular Component,457877518;389561727,XP_004228056;GAB69838,gi|389561727|dbj|GAB69838.1|CYIR protein [Plasmodium cynomolgi strain B]/gi|457877518|ref|XP_004228056.1|CYIR protein [Plasmodium cynomolgi strain B],6.90E-179,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
73,NA,NA,NA,NA,PCYB_006080-t26_1-p1,150,,NA,,,389561819;457877717,XP_004228077;GAB69859,gi|457877717|ref|XP_004228077.1|hypothetical protein PCYB_006080 [Plasmodium cynomolgi strain B]/gi|389561819|dbj|GAB69859.1|hypothetical protein PCYB_006080 [Plasmodium cynomolgi strain B],1.10E-106,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
74,NA,NA,NA,NA,PCYB_006110-t26_1-p1,109,GO:0016020,1,membrane,Cellular Component,457877746;389561827,XP_004228080;GAB69862,"gi|457877746|ref|XP_004228080.1|CYIR protein, partial [Plasmodium cynomolgi strain B]/gi|389561827|dbj|GAB69862.1|CYIR protein, partial [Plasmodium cynomolgi strain B]",1.60E-73,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
75,NA,NA,NA,NA,PCYB_006620-t26_1-p1,144,GO:0016021,1,integral component of membrane,Cellular Component,457878217;389562017,XP_004228131;GAB69913,"gi|457878217|ref|XP_004228131.1|hypothetical protein PCYB_006620, partial [Plasmodium cynomolgi strain B]/gi|389562017|dbj|GAB69913.1|hypothetical protein PCYB_006620, partial [Plasmodium cynomolgi strain B]",1.60E-101,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
76,NA,NA,NA,NA,PCYB_006630-t26_1-p1,220,,NA,,,457878226;389562021,XP_004228132;GAB69914,gi|457878226|ref|XP_004228132.1|hypothetical protein PCYB_006630 [Plasmodium cynomolgi strain B]/gi|389562021|dbj|GAB69914.1|hypothetical protein PCYB_006630 [Plasmodium cynomolgi strain B],5.20E-159,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
77,NA,NA,NA,NA,PCYB_006840-t26_1-p1,78,GO:0016021,1,integral component of membrane,Cellular Component,389562109;457878400,XP_004228153;GAB69935,"gi|389562109|dbj|GAB69935.1|CYIR protein, partial [Plasmodium cynomolgi strain B]/gi|457878400|ref|XP_004228153.1|CYIR protein, partial [Plasmodium cynomolgi strain B]",4.00E-50,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
78,NA,NA,NA,NA,PCYB_007140-t26_1-p1,138,GO:0016021,1,integral component of membrane,Cellular Component,457878722;389562208,XP_004228183;GAB69965,gi|389562208|dbj|GAB69965.1|hypothetical protein PCYB_007140 [Plasmodium cynomolgi strain B]/gi|457878722|ref|XP_004228183.1|hypothetical protein PCYB_007140 [Plasmodium cynomolgi strain B],3.20E-92,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
79,NA,NA,NA,NA,PCYB_007270-t26_1-p1,129,GO:0016021,1,integral component of membrane,Cellular Component,457878847;389562275,XP_004228196;GAB69978,"gi|389562275|dbj|GAB69978.1|CYIR protein, partial [Plasmodium cynomolgi strain B]/gi|457878847|ref|XP_004228196.1|CYIR protein, partial [Plasmodium cynomolgi strain B]",2.30E-87,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
80,NA,NA,NA,NA,PCYB_007990-t26_1-p1,206,GO:0016021,1,integral component of membrane,Cellular Component,457879114;389562649,XP_004228268;GAB70050,"gi|389562649|dbj|GAB70050.1|CYIR protein, partial [Plasmodium cynomolgi strain B]/gi|457879114|ref|XP_004228268.1|CYIR protein, partial [Plasmodium cynomolgi strain B]",4.30E-146,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
81,NA,NA,NA,NA,PCYB_008000-t26_1-p1,327,GO:0016021,1,integral component of membrane,Cellular Component,457879117;389562656,XP_004228269;GAB70051,"gi|457879117|ref|XP_004228269.1|CYIR protein, partial [Plasmodium cynomolgi strain B]/gi|389562656|dbj|GAB70051.1|CYIR protein, partial [Plasmodium cynomolgi strain B]",0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
82,NA,NA,NA,NA,PCYB_008030-t26_1-p1,215,GO:0016021,1,integral component of membrane,Cellular Component,389562668;457879126,XP_004228272;GAB70054,gi|389562668|dbj|GAB70054.1|CYIR protein [Plasmodium cynomolgi strain B]/gi|457879126|ref|XP_004228272.1|CYIR protein [Plasmodium cynomolgi strain B],1.10E-153,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
83,NA,NA,NA,NA,PCYB_008090-t26_1-p1,229,GO:0016021,1,integral component of membrane,Cellular Component,457879144;389562688,XP_004228278;GAB70060,gi|457879144|ref|XP_004228278.1|CYIR protein [Plasmodium cynomolgi strain B]/gi|389562688|dbj|GAB70060.1|CYIR protein [Plasmodium cynomolgi strain B],1.20E-164,100.00%,noIPR;IPR008780,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
84,NA,NA,NA,NA,PocGH01_00074900.1-p1,350,GO:0016021,1,integral component of membrane,Cellular Component,1114640976,SBT82942,gi|1114640976|emb|SBT82942.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
85,NA,NA,NA,NA,PocGH01_00086900.1-p1,348,GO:0016021,1,integral component of membrane,Cellular Component,1114640844;1037169694,SBS99651;SBT83078,gi|1037169694|emb|SBS99651.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1114640844|emb|SBT83078.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
86,NA,NA,NA,NA,PocGH01_00091400.1-p1,364,GO:0016021,1,integral component of membrane,Cellular Component,1114640801,SCA48156,gi|1114640801|emb|SCA48156.1|PIR protein [Plasmodium ovale],0,100.00%,,,
87,NA,NA,NA,NA,PocGH01_00092000.1-p1,352,GO:0016021,1,integral component of membrane,Cellular Component,1114640806,SCA48162,gi|1114640806|emb|SCA48162.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
88,NA,NA,NA,NA,PocGH01_00094000.1-p1,399,GO:0016021,1,integral component of membrane,Cellular Component,1036540519,SBS95584,gi|1036540519|emb|SBS95584.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,81.59%,,,
89,NA,NA,NA,NA,PocGH01_00021800.1-p1,349,GO:0016021,1,integral component of membrane,Cellular Component,1114640703,SBT83177,gi|1114640703|emb|SBT83177.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
90,NA,NA,NA,NA,PocGH01_00022100.1-p1,356,GO:0016021,1,integral component of membrane,Cellular Component,1114640706;1037164700,SBT02957;SBT83180,gi|1114640706|emb|SBT83180.1|PIR protein [Plasmodium ovale]/gi|1037164700|emb|SBT02957.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,100.00%,IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
91,NA,NA,NA,NA,PocGH01_00096600.1-p1,306,,NA,,,1104601499,SBT74399,gi|1104601499|emb|SBT74399.1|PIR protein [Plasmodium ovale],3.70E-65,59.68%,,,
92,NA,NA,NA,NA,PocGH01_00022950.1-p1,342,,NA,,,1104610059,SBT73213,gi|1104610059|emb|SBT73213.1|hypothetical protein POWCR01_000092400 [Plasmodium ovale],2.30E-88,70.61%,,,
93,NA,NA,NA,NA,PocGH01_00107000.1-p1,356,GO:0016021,1,integral component of membrane,Cellular Component,1114640619,SBT83270,gi|1114640619|emb|SBT83270.1|PIR protein [Plasmodium ovale],0,100.00%,,,
94,NA,NA,NA,NA,PocGH01_00108200.1-p1,356,,NA,,,1114640625;1037170361,SBS99028;SBT83283,gi|1114640625|emb|SBT83283.1|PIR protein [Plasmodium ovale]/gi|1037170361|emb|SBS99028.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,100.00%,,,
95,NA,NA,NA,NA,PocGH01_00110600.1-p1,357,GO:0016021,1,integral component of membrane,Cellular Component,1114640570,SBT83312,gi|1114640570|emb|SBT83312.1|PIR protein [Plasmodium ovale],0,100.00%,,,
96,NA,NA,NA,NA,PocGH01_00111400.1-p1,364,GO:0016020,1,membrane,Cellular Component,1036544217;1114640556,SBS90647;SBT83321,gi|1036544217|emb|SBS90647.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1114640556|emb|SBT83321.1|PIR protein [Plasmodium ovale],0,100.00%,,,
97,NA,NA,NA,NA,PocGH01_00027500.1-p1,345,GO:0016021,1,integral component of membrane,Cellular Component,1114640357,SBT83526,gi|1114640357|emb|SBT83526.1|PIR protein [Plasmodium ovale],0,100.00%,,,
98,NA,NA,NA,NA,PocGH01_00125900.1-p1,330,GO:0016021,1,integral component of membrane,Cellular Component,1114640402,SBT83504,gi|1114640402|emb|SBT83504.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
99,NA,NA,NA,NA,PocGH01_00126600.1-p1,350,GO:0016021,1,integral component of membrane,Cellular Component,1114640375,SBT83510,gi|1114640375|emb|SBT83510.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
100,NA,NA,NA,NA,PocGH01_00128300.1-p1,429,GO:0016021,1,integral component of membrane,Cellular Component,1114640341,SBT83535,gi|1114640341|emb|SBT83535.1|PIR protein [Plasmodium ovale],0,100.00%,noIPR;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
101,NA,NA,NA,NA,PocGH01_00133200.1-p1,344,GO:0016021,1,integral component of membrane,Cellular Component,1114640288,SBT83592,gi|1114640288|emb|SBT83592.1|PIR protein [Plasmodium ovale],0,100.00%,,,
102,NA,NA,NA,NA,PocGH01_00138950.1-p1,282,,NA,,,1037145313;1037156478,SBT55120;SBT56289,gi|1037156478|emb|SBT56289.1|PIR Superfamily Protein [Plasmodium ovale wallikeri]/gi|1037145313|emb|SBT55120.1|PIR Superfamily Protein [Plasmodium ovale wallikeri],1.20E-36,53.19%,,,
103,NA,NA,NA,NA,PocGH01_00139900.1-p1,287,,NA,,,1037165296;1036550628,SBT02655;SBS80133,gi|1036550628|emb|SBS80133.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1037165296|emb|SBT02655.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,95.47%,noIPR;IPR008780,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
104,NA,NA,NA,NA,PocGH01_00146500.1-p1,143,,NA,,,1114640108,SBT83756,gi|1114640108|emb|SBT83756.1|PIR protein [Plasmodium ovale],8.50E-101,100.00%,,,
105,NA,NA,NA,NA,PocGH01_00148100.1-p1,359,GO:0016020,1,membrane,Cellular Component,1114640069,SBT83777,gi|1114640069|emb|SBT83777.1|PIR protein [Plasmodium ovale],0,100.00%,,,
106,NA,NA,NA,NA,PocGH01_00013000.1-p1,340,GO:0016021,1,integral component of membrane,Cellular Component,1114639671;1036550800;1037169102,SBS79991;SBT00130;SBT84150,gi|1037169102|emb|SBT00130.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1036550800|emb|SBS79991.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1114639671|emb|SBT84150.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
107,NA,NA,NA,NA,PocGH01_00152700.1-p1,361,GO:0016021,1,integral component of membrane,Cellular Component,1036544287;1114640014,SBS90545;SBT83848,gi|1114640014|emb|SBT83848.1|PIR protein [Plasmodium ovale]/gi|1036544287|emb|SBS90545.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
108,NA,NA,NA,NA,PocGH01_00155700.1-p1,88,GO:0016021,1,integral component of membrane,Cellular Component,1037145041,SBT55422,gi|1037145041|emb|SBT55422.1|PIR Superfamily Protein [Plasmodium ovale wallikeri],9.00E-37,89.02%,,,
109,NA,NA,NA,NA,PocGH01_00033800.1-p1,362,GO:0016020,1,membrane,Cellular Component,1114639913,SBT83924,gi|1114639913|emb|SBT83924.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
110,NA,NA,NA,NA,PocGH01_00033900.1-p1,360,GO:0016021,1,integral component of membrane,Cellular Component,1114639914,SBT83925,gi|1114639914|emb|SBT83925.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
111,NA,NA,NA,NA,PocGH01_00034000.1-p1,364,GO:0016021,1,integral component of membrane,Cellular Component,1114639915,SBT83926,gi|1114639915|emb|SBT83926.1|PIR protein [Plasmodium ovale],0,100.00%,,,
112,NA,NA,NA,NA,PocGH01_00034100.1-p1,360,GO:0016021,1,integral component of membrane,Cellular Component,1036540929;1114639916,SBS95130;SBT83927,gi|1036540929|emb|SBS95130.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1114639916|emb|SBT83927.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
113,NA,NA,NA,NA,PocGH01_00157300.1-p1,343,GO:0016021,1,integral component of membrane,Cellular Component,1114639948,SBT83905,gi|1114639948|emb|SBT83905.1|PIR protein [Plasmodium ovale],0,100.00%,,,
114,NA,NA,NA,NA,PocGH01_00158800.1-p1,356,GO:0016021,1,integral component of membrane,Cellular Component,1114639929,SBT83920,gi|1114639929|emb|SBT83920.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
115,NA,NA,NA,NA,PocGH01_00160500.1-p1,338,GO:0016021,1,integral component of membrane,Cellular Component,1114639907,SBT83945,gi|1114639907|emb|SBT83945.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
116,NA,NA,NA,NA,PocGH01_00164250.1-p1,315,,NA,,,1036545242,SBS89095,gi|1036545242|emb|SBS89095.1|PIR Superfamily Protein [Plasmodium ovale curtisi],6.20E-79,64.58%,,,
117,NA,NA,NA,NA,PocGH01_00165900.1-p1,316,GO:0016021,1,integral component of membrane,Cellular Component,1114639803,SBT84019,gi|1114639803|emb|SBT84019.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
118,NA,NA,NA,NA,PocGH01_00169300.1-p1,319,GO:0016020,1,membrane,Cellular Component,1036540737,SBS95339,gi|1036540737|emb|SBS95339.1|PIR Superfamily Protein [Plasmodium ovale curtisi],2.90E-126,75.71%,,,
119,NA,NA,NA,NA,PocGH01_00172000.1-p1,370,GO:0016021,1,integral component of membrane,Cellular Component,1114639723,SBT84095,gi|1114639723|emb|SBT84095.1|PIR protein [Plasmodium ovale],0,100.00%,,,
120,NA,NA,NA,NA,PocGH01_00172300.1-p1,300,,NA,,,1036543403,SBS91861,gi|1036543403|emb|SBS91861.1|PIR Superfamily Protein [Plasmodium ovale curtisi],6.80E-90,67.35%,noIPR,FAMILY,Plasmodium vivax Vir
121,NA,NA,NA,NA,PocGH01_00177100.1-p1,366,GO:0016021,1,integral component of membrane,Cellular Component,1114639648,SBT84170,gi|1114639648|emb|SBT84170.1|PIR protein [Plasmodium ovale],0,100.00%,,,
122,NA,NA,NA,NA,PocGH01_00177800.1-p1,359,GO:0016021,1,integral component of membrane,Cellular Component,1036543517;1114639624;1037167822,SBS91733;SBT01179;SBT84181,gi|1037167822|emb|SBT01179.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1114639624|emb|SBT84181.1|PIR protein [Plasmodium ovale]/gi|1036543517|emb|SBS91733.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
123,NA,NA,NA,NA,PocGH01_00040900.1-p1,355,GO:0016020,1,membrane,Cellular Component,1036543978;1114639543,SBS91066;SBT84240,gi|1036543978|emb|SBS91066.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1114639543|emb|SBT84240.1|PIR protein [Plasmodium ovale],0,100.00%,,,
124,NA,NA,NA,NA,PocGH01_00181000.1-p1,358,GO:0016021,1,integral component of membrane,Cellular Component,1114639572;1036542447,SBS93209;SBT84220,gi|1114639572|emb|SBT84220.1|PIR protein [Plasmodium ovale]/gi|1036542447|emb|SBS93209.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,100.00%,,,
125,NA,NA,NA,NA,PocGH01_00181500.1-p1,365,GO:0016021,1,integral component of membrane,Cellular Component,1036543649;1114639562,SBS91570;SBT84227,gi|1036543649|emb|SBS91570.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1114639562|emb|SBT84227.1|PIR protein [Plasmodium ovale],0,100.00%,,,
126,NA,NA,NA,NA,PocGH01_00187200.1-p1,358,GO:0016021,1,integral component of membrane,Cellular Component,1114639473;1037167500,SBT01435;SBT84298,gi|1114639473|emb|SBT84298.1|PIR protein [Plasmodium ovale]/gi|1037167500|emb|SBT01435.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
127,NA,NA,NA,NA,PocGH01_00190100.1-p1,359,GO:0016021,1,integral component of membrane,Cellular Component,1114639411,SBT84331,gi|1114639411|emb|SBT84331.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
128,NA,NA,NA,NA,PocGH01_00192300.1-p1,214,GO:0016021,1,integral component of membrane,Cellular Component,1114639384,SBT84358,gi|1114639384|emb|SBT84358.1|PIR protein [Plasmodium ovale],6.00E-154,100.00%,noIPR;IPR006477,FAMILY;FAMILY,Plasmodium vivax Vir;Variant antigen yir/bir/cir
129,NA,NA,NA,NA,PocGH01_00192400.1-p1,319,GO:0016020,1,membrane,Cellular Component,1037165852;1036544679,SBS89894;SBT02366,gi|1036544679|emb|SBS89894.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1037165852|emb|SBT02366.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,85.41%,IPR008780,FAMILY,Plasmodium vivax Vir
130,NA,NA,NA,NA,PocGH01_00198600.1-p1,357,GO:0016021,1,integral component of membrane,Cellular Component,1114639254,SBT84457,gi|1114639254|emb|SBT84457.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
131,NA,NA,NA,NA,PocGH01_00200500.1-p1,339,GO:0016021,1,integral component of membrane,Cellular Component,1114639233,SBT84481,gi|1114639233|emb|SBT84481.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
132,NA,NA,NA,NA,PocGH01_00203100.1-p1,410,GO:0016021,1,integral component of membrane,Cellular Component,1036547912;1037169761,SBS84743;SBS99597,gi|1036547912|emb|SBS84743.1|PIR Superfamily Protein [Plasmodium ovale curtisi]/gi|1037169761|emb|SBS99597.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,80.49%,,,
133,NA,NA,NA,NA,PocGH01_00206000.1-p1,277,GO:0016021,1,integral component of membrane,Cellular Component,1114639134,SBT84554,gi|1114639134|emb|SBT84554.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
134,NA,NA,NA,NA,PocGH01_00206100.1-p1,369,GO:0016021,1,integral component of membrane,Cellular Component,1114639135,SBT84555,gi|1114639135|emb|SBT84555.1|PIR protein [Plasmodium ovale],0,100.00%,,,
135,NA,NA,NA,NA,PocGH01_00207200.1-p1,336,GO:0016021,1,integral component of membrane,Cellular Component,1114639114,SBT84565,gi|1114639114|emb|SBT84565.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
136,NA,NA,NA,NA,PocGH01_00049100.1-p1,361,GO:0016021,1,integral component of membrane,Cellular Component,1114639024,SBT84643,gi|1114639024|emb|SBT84643.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
137,NA,NA,NA,NA,PocGH01_00208100.1-p1,191,,NA,,,1114639092,SBT84580,gi|1114639092|emb|SBT84580.1|PIR protein [Plasmodium ovale],3.00E-137,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
138,NA,NA,NA,NA,PocGH01_00210700.1-p1,360,GO:0016021,1,integral component of membrane,Cellular Component,1114639076,SBT84607,gi|1114639076|emb|SBT84607.1|PIR protein [Plasmodium ovale],0,100.00%,,,
139,NA,NA,NA,NA,PocGH01_00216800.1-p1,360,GO:0016021,1,integral component of membrane,Cellular Component,1114639002,SBT84678,gi|1114639002|emb|SBT84678.1|PIR protein [Plasmodium ovale],0,100.00%,,,
140,NA,NA,NA,NA,PocGH01_00222300.1-p1,359,GO:0016021,1,integral component of membrane,Cellular Component,1037167974;1114638936,SBT01046;SBT84735,gi|1114638936|emb|SBT84735.1|PIR protein [Plasmodium ovale]/gi|1037167974|emb|SBT01046.1|PIR Superfamily Protein [Plasmodium ovale curtisi],0,100.00%,,,
141,NA,NA,NA,NA,PocGH01_00228300.1-p1,316,GO:0016021,1,integral component of membrane,Cellular Component,1114638884,SBT84801,gi|1114638884|emb|SBT84801.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
142,NA,NA,NA,NA,PocGH01_00229000.1-p1,353,GO:0016021,1,integral component of membrane,Cellular Component,1114638876,SBT84808,gi|1114638876|emb|SBT84808.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
143,NA,NA,NA,NA,PocGH01_00230000.1-p1,316,GO:0016021,1,integral component of membrane,Cellular Component,1114638869,SBT84819,gi|1114638869|emb|SBT84819.1|PIR protein [Plasmodium ovale],0,100.00%,IPR008780,FAMILY,Plasmodium vivax Vir
