,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00229000.1-p1,---NA---,353,,,,,,,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00230000.1-p1,---NA---,316,,,,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00230200.1-p1,---NA---,334,,,,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00235000.1-p1,---NA---,106,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00235800.1-p1,---NA---,321,,,,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00053700.1-p1,---NA---,364,,,,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00053800.1-p1,---NA---,358,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00055900.1-p1,---NA---,330,,,,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00059000.1-p1,---NA---,359,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00059100.1-p1,---NA---,376,,,,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00065800.1-p1,---NA---,357,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00069100.1-p1,---NA---,411,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, NO-BLAST]",PocGH01_00069800.1-p1,---NA---,337,,,,,,,,,no IPS match,no IPS match,no IPS match
"P.cynomolgi,P.ovale,Pvivax,P.gaboni",,,,,,,,,,,,,,,
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PCYB_147790-t26_1-p1,PIR Superfamily Protein,235,20,2.27E-172,72.27,1,C:GO:0016020,C:membrane,,,Coil (COILS),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PGSY75_0021800-t31_1-p1,"liver specific protein 2, putative 6-cysteine, putative",568,20,0,68,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00022200.1-p1,PIR Superfamily Protein,387,20,0,64.39,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00032800.1-p1,PIR Superfamily Protein,311,20,0,70.9,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00174900.1-p1,PIR Superfamily Protein,330,20,0,74.42,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PVX_101575.1-p1,PIR Superfamily Protein,466,20,0,80.17,1,C:GO:0016020,C:membrane,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
"P.cynomolgi,P.ovale,Pvivax,P.malariae",,,,,,,,,,,,,,,
TRUE,"[INTERPRO, BLASTED]",PCYB_095340-t26_1-p1,tryptophan-rich antigen,321,20,0,73.61,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PCYB_004350-t26_1-p1,PIR protein,150,20,3.08E-107,73.34,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PCYB_006010-t26_1-p1,VIR protein,176,20,6.88E-127,72.86,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PCYB_006020-t26_1-p1,VIR protein,245,20,2.00E-180,68.46,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PCYB_006320-t26_1-p1,VIR protein,162,20,1.38E-117,67.86,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PCYB_006950-t26_1-p1,VIR protein,202,20,1.75E-144,61.83,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PCYB_007190-t26_1-p1,CYIR protein,89,20,8.27E-61,71.65,1,C:GO:0016020,C:membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PCYB_007550-t26_1-p1,PIR protein,180,20,2.26E-129,64.76,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PCYB_007890-t26_1-p1,PIR protein,158,20,2.24E-113,68.66,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PCYB_007980-t26_1-p1,PIR protein,202,20,3.25E-148,61.72,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PCYB_008190-t26_1-p1,CYIR protein,106,20,7.86E-74,73.12,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PCYB_008300-t26_1-p1,VIR protein,234,20,4.47E-173,61.69,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PCYB_008310-t26_1-p1,CYIR protein,168,20,8.14E-122,65.33,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_01011300.1-p1,tryptophan-rich protein,285,20,7.30E-93,65.96,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_01033100.1-p1,tryptophan-rich antigen (Pv-fam-a),263,3,2.16E-100,64.41,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_01033600.1-p1,PIR Superfamily Protein,213,20,1.45E-57,59.49,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_01034900.1-p1,tryptophan-rich protein,292,20,0,69.25,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_03035550.1-p1,tryptophan-rich protein,290,20,1.72E-96,62.09,,,,,,Coil (COILS); IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_04010500.1-p1,PIR Superfamily Protein,205,20,2.13E-30,53.61,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_04010900.1-p1,PIR Superfamily Protein,217,20,1.50E-158,70.02,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_04031000.1-p1,tryptophan-rich protein,283,20,2.50E-30,46.6,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR022089 (PFAM); PS51257 (PROSITE_PROFILES),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_05010600.1-p1,tryptophan-rich protein,295,20,0,72.78,,,,,,Coil (COILS); Coil (COILS); IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_05042800.1-p1,PIR protein,212,20,5.40E-154,69.61,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_07050300.1-p1,PIR Superfamily Protein,213,20,1.51E-154,67.41,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_08012900.1-p1,PIR protein,218,20,2.33E-159,74.93,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_08015500.1-p1,PIR protein,203,20,1.13E-110,65.83,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_08058550.1-p1,tryptophan-rich protein,242,20,1.00E-36,52.91,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_09011350.1-p1,PIR protein,195,20,2.20E-22,51.41,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_09057100.1-p1,tryptophan-rich protein,299,20,0,58.72,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_10051200.1-p1,PIR protein,218,20,1.65E-155,70.51,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_10053200.1-p1,tryptophan-rich protein,292,20,0,69.46,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_11013100.1-p1,tryptophan-rich protein,291,20,0,71,,,,,,Coil (COILS); IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_13065900.1-p1,PIR Superfamily Protein,207,20,2.76E-42,58.93,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_13066700.1-p1,PIR Superfamily Protein,212,18,4.72E-13,46.1,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_14014850.1-p1,PIR Superfamily Protein,240,20,1.20E-69,54.62,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00010250.1-p1,tryptophan-rich protein,281,20,4.31E-94,66.31,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_00027750.1-p1,PIR protein,194,20,1.27E-21,50.13,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_00030200.1-p1,PIR Superfamily Protein,232,20,9.38E-168,68.03,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_00030500.1-p1,PIR Superfamily Protein,233,9,7.82E-32,49.76,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_00030600.1-p1,PIR protein,218,20,1.86E-156,68.93,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_00032100.1-p1,PIR Superfamily Protein,208,20,1.62E-51,61.85,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_00033850.1-p1,PIR Superfamily Protein,214,20,6.13E-38,57.66,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_00038400.1-p1,PIR protein,218,20,1.79E-158,74.29,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_00013150.1-p1,PIR protein,205,20,4.46E-43,58.5,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00039450.1-p1,tryptophan-rich protein,274,20,1.24E-97,67.4,,,,,,Coil (COILS); IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00052500.1-p1,tryptophan-rich protein,414,20,0,61.56,,,,,,Coil (COILS); IPR022089 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PS51257 (PROSITE_PROFILES),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00052850.1-p1,tryptophan-rich protein,282,20,8.65E-91,59.78,,,,,,Coil (COILS); IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00053700.1-p1,tryptophan-rich protein,292,20,0,72.09,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00055300.1-p1,tryptophan-rich protein,278,19,8.08E-88,68.15,,,,,,Coil (COILS); IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_00015150.1-p1,tryptophan-rich protein,261,20,3.49E-62,58.08,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00017050.1-p1,tryptophan-rich protein,286,20,6.04E-94,66.13,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_00058600.1-p1,PIR Superfamily Protein,214,20,8.83E-155,70.84,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00067300.1-p1,tryptophan-rich protein,240,20,9.30E-176,72.13,,,,,,Coil (COILS); IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00069200.1-p1,tryptophan-rich protein,295,20,0,72.78,,,,,,Coil (COILS); Coil (COILS); IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PmUG01_00076200.1-p1,PIR Superfamily Protein,216,20,8.51E-151,71.42,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PmUG01_00025500.1-p1,PIR Superfamily Protein,242,20,2.89E-41,53.85,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00019500.1-p1,PIR Superfamily Protein,275,20,0,61.54,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00074700.1-p1,PIR Superfamily Protein,301,20,0,67.35,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00076900.1-p1,PIR Superfamily Protein,240,20,6.55E-176,85.8,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00080800.1-p1,PIR Superfamily Protein,230,20,8.46E-170,82.77,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00085400.1-p1,PIR Superfamily Protein,326,20,0,65.91,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00086800.1-p1,PIR Superfamily Protein,209,20,2.31E-68,58.66,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00087800.1-p1,PIR Superfamily Protein,185,20,3.74E-31,54.82,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00089800.1-p1,PIR Superfamily Protein,303,20,0,57.89,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00096100.1-p1,PIR Superfamily Protein,208,20,3.31E-151,68.69,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00100400.1-p1,PIR Superfamily Protein,208,20,9.05E-153,63.73,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00103200.1-p1,PIR Superfamily Protein,295,20,0,58.82,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00104100.1-p1,PIR Superfamily Protein,204,20,1.45E-144,71.61,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00106200.1-p1,PIR Superfamily Protein,235,20,2.60E-175,84.77,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00107100.1-p1,PIR Superfamily Protein,210,20,1.30E-153,70.52,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00107700.1-p1,PIR protein,281,20,0,60.45,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00109600.1-p1,PIR Superfamily Protein,258,20,0,75.87,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00113800.1-p1,PIR Superfamily Protein,296,20,0,58.24,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00114300.1-p1,PIR Superfamily Protein,201,20,6.99E-144,75.59,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00114900.1-p1,PIR Superfamily Protein,291,20,0,65.42,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00120300.1-p1,PIR Superfamily Protein,300,20,0,60.23,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00122750.1-p1,PIR Superfamily Protein,152,20,6.64E-109,74.3,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00123500.1-p1,tryptophan-rich antigen,195,20,7.94E-140,77.18,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00124100.1-p1,PIR Superfamily Protein,246,20,0,61.74,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00027400.1-p1,PIR Superfamily Protein,225,20,1.79E-165,76.1,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00027700.1-p1,PIR Superfamily Protein,250,20,0,77.02,1,C:GO:0016020,C:membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00124500.1-p1,PIR Superfamily Protein,236,20,2.10E-79,56.03,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00124800.1-p1,PIR Superfamily Protein,240,20,9.98E-180,63.63,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00027850.1-p1,PIR Superfamily Protein,242,20,4.79E-57,56.47,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00028300.1-p1,PIR Superfamily Protein,229,20,3.26E-34,50.75,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00128900.1-p1,PIR Superfamily Protein,236,20,1.05E-45,57,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00130350.1-p1,PIR Superfamily Protein,249,20,3.13E-85,72.81,1,C:GO:0016020,C:membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00028750.1-p1,PIR Superfamily Protein,200,20,8.20E-16,50.06,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00029100.1-p1,PIR Superfamily Protein,193,20,3.90E-139,86.73,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00134900.1-p1,PIR Superfamily Protein,292,20,0,68.29,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00135400.1-p1,PIR Superfamily Protein,201,20,6.52E-146,73.72,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00139300.1-p1,PIR Superfamily Protein,253,20,0,69.59,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00143100.1-p1,tryptophan-rich antigen,300,20,0,77.66,,,,,,IPR022089 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00031100.1-p1,PIR Superfamily Protein,260,20,0,63.13,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00145300.1-p1,PIR Superfamily Protein,211,20,3.64E-153,60.36,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00145400.1-p1,PIR Superfamily Protein,294,20,1.25E-95,64.53,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00145500.1-p1,PIR Superfamily Protein,278,20,0,61.89,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00145800.1-p1,PIR Superfamily Protein,311,20,0,75.26,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00147000.1-p1,PIR Superfamily Protein,205,20,2.85E-149,83.58,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00148200.1-p1,PIR Superfamily Protein,244,20,3.06E-179,76.51,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00149600.1-p1,PIR Superfamily Protein,263,20,0,68.78,1,C:GO:0016021,C:integral component of membrane,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PocGH01_00013050.1-p1,PIR Superfamily Protein,273,20,1.44E-40,51.54,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00157900.1-p1,PIR Superfamily Protein,244,20,0,68.03,1,C:GO:0016021,C:integral component of membrane,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PocGH01_00158500.1-p1,PIR Superfamily Protein,202,20,1.15E-147,85.8,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
