,Species Group,Number of Orthogroups,Number of genes,Sequence Name,Sequence Length,GOID,Gocount,Goterm,Gocategory,tophitGI,tophitaccession,List of orthogroups
205,NA,NA,NA,PmUG01_00032100.1-p1,208,,NA,,,1624461776;1070252659,XP_028860998;SCN12004,NA
206,NA,NA,NA,PmUG01_00033850.1-p1,214,,NA,,,1624461776;1070252659,XP_028860998;SCN12004,NA
207,NA,NA,NA,PmUG01_00038400.1-p1,218,GO:0016021,1,integral component of membrane,Cellular Component,1114638405;1624469502,SBT85539;XP_028858926,NA
208,NA,NA,NA,PmUG01_00013150.1-p1,205,,NA,,,1624461776;1070252659,XP_028860998;SCN12004,NA
209,NA,NA,NA,PmUG01_00039450.1-p1,274,,NA,,,1070251192;1624458844,XP_028860117;SBT87054,NA
210,NA,NA,NA,PmUG01_00052500.1-p1,414,,NA,,,1624469763;1114638292,SBT85702;XP_028859056,NA
211,NA,NA,NA,PmUG01_00052850.1-p1,282,,NA,,,1624464470;1070253996,SCO92881;XP_028862332,NA
212,NA,NA,NA,PmUG01_00053700.1-p1,292,,NA,,,1624469775;1114638253,XP_028859062;SBT85715,NA
213,NA,NA,NA,PmUG01_00055300.1-p1,278,,NA,,,1070251192;1624458844,XP_028860117;SBT87054,NA
214,NA,NA,NA,PmUG01_00015150.1-p1,261,,NA,,,1624464470;1070253996,SCO92881;XP_028862332,NA
215,NA,NA,NA,PmUG01_00017050.1-p1,286,,NA,,,1624464384;1070253954,XP_028862291;SCN45356,NA
216,NA,NA,NA,PmUG01_00058600.1-p1,214,GO:0016021,1,integral component of membrane,Cellular Component,1624469863;1114638213,XP_028859106;SBT85782,NA
217,NA,NA,NA,PmUG01_00067300.1-p1,240,,NA,,,1114638166;1624469961,SBT85874;XP_028859155,NA
218,NA,NA,NA,PmUG01_00069200.1-p1,295,,NA,,,1624470051;1114638113;1070251776;1624460012,XP_028860275;SBT87244;XP_028859200;SBT85933,NA
219,NA,NA,NA,PmUG01_00076200.1-p1,216,GO:0016021,1,integral component of membrane,Cellular Component,1624470147;1114638049,XP_028859248;SBT86003,NA
220,NA,NA,NA,PmUG01_00025500.1-p1,242,,NA,,,1624461776;1070252659,XP_028860998;SCN12004,NA
221,NA,NA,NA,PocGH01_00019500.1-p1,275,,NA,,,1114640942,SBT82974,NA
222,NA,NA,NA,PocGH01_00074700.1-p1,301,GO:0016021,1,integral component of membrane,Cellular Component,1114640974,SBT82940,NA
223,NA,NA,NA,PocGH01_00076900.1-p1,240,GO:0016021,1,integral component of membrane,Cellular Component,1036544409;1114640951,SBS90346;SBT82962,NA
224,NA,NA,NA,PocGH01_00080800.1-p1,230,GO:0016021,1,integral component of membrane,Cellular Component,1114640902,SBT83010,NA
225,NA,NA,NA,PocGH01_00085400.1-p1,326,GO:0016021,1,integral component of membrane,Cellular Component,1114640865;1036549434,SBS82150;SBT83063,NA
226,NA,NA,NA,PocGH01_00086800.1-p1,209,,NA,,,1037145184;1104604059;1037153262,SBT55299;SBT59193;SBT73777,NA
227,NA,NA,NA,PocGH01_00087800.1-p1,185,,NA,,,1037144247;1037153001,SBT59282;SBT56195,NA
228,NA,NA,NA,PocGH01_00089800.1-p1,303,GO:0016021,1,integral component of membrane,Cellular Component,1114640791,SCA48141,NA
229,NA,NA,NA,PocGH01_00096100.1-p1,208,GO:0016021,1,integral component of membrane,Cellular Component,1114640736,SBT83143,NA
230,NA,NA,NA,PocGH01_00100400.1-p1,208,GO:0016021,1,integral component of membrane,Cellular Component,1114640688;1036545301,SBS89070;SBT83196,NA
231,NA,NA,NA,PocGH01_00103200.1-p1,295,GO:0016021,1,integral component of membrane,Cellular Component,1114640661;1037166027;1036540884,SBS95181;SBT02282;SBT83224,NA
232,NA,NA,NA,PocGH01_00104100.1-p1,204,GO:0016021,1,integral component of membrane,Cellular Component,1114640644,SBT83242,NA
233,NA,NA,NA,PocGH01_00106200.1-p1,235,GO:0016021,1,integral component of membrane,Cellular Component,1114640615,SBT83263,NA
234,NA,NA,NA,PocGH01_00107100.1-p1,210,GO:0016021,1,integral component of membrane,Cellular Component,1114640620,SBT83271,NA
235,NA,NA,NA,PocGH01_00107700.1-p1,281,,NA,,,1037165604;1036540144;1114640623,SBS95971;SBT02493;SBT83277,NA
236,NA,NA,NA,PocGH01_00109600.1-p1,258,GO:0016021,1,integral component of membrane,Cellular Component,1037164977;1114640581,SBT02823;SBT83301,NA
237,NA,NA,NA,PocGH01_00113800.1-p1,296,GO:0016021,1,integral component of membrane,Cellular Component,1036540156;1114640533,SBS95988;SBT83354,NA
238,NA,NA,NA,PocGH01_00114300.1-p1,201,GO:0016021,1,integral component of membrane,Cellular Component,1114640528,SBT83359,NA
239,NA,NA,NA,PocGH01_00114900.1-p1,291,GO:0016021,1,integral component of membrane,Cellular Component,1114640520,SBT83365,NA
240,NA,NA,NA,PocGH01_00120300.1-p1,300,GO:0016021,1,integral component of membrane,Cellular Component,1036549273;1037167941;1114640455,SBS82511;SBT01073;SBT83422,NA
241,NA,NA,NA,PocGH01_00122750.1-p1,152,GO:0016021,1,integral component of membrane,Cellular Component,1036542341,SBS93353,NA
242,NA,NA,NA,PocGH01_00123500.1-p1,195,,NA,,,1114640416;1114640150;1114639772,SBT84046;SBT83474;SBT83716,NA
243,NA,NA,NA,PocGH01_00124100.1-p1,246,GO:0016021,1,integral component of membrane,Cellular Component,1036547375;1037166070;1114640411,SBS85677;SBT02264;SBT83480,NA
244,NA,NA,NA,PocGH01_00027400.1-p1,225,GO:0016021,1,integral component of membrane,Cellular Component,1114640356;1036542438,SBS93195;SBT83525,NA
245,NA,NA,NA,PocGH01_00027700.1-p1,250,GO:0016021,1,integral component of membrane,Cellular Component,1114640359,SBT83528,NA
246,NA,NA,NA,PocGH01_00124500.1-p1,236,,NA,,,1037165145;1036544243,SBT02727;SBS90695,NA
247,NA,NA,NA,PocGH01_00124800.1-p1,240,GO:0016021,1,integral component of membrane,Cellular Component,1114640392,SBT83493,NA
248,NA,NA,NA,PocGH01_00027850.1-p1,242,,NA,,,1104616403,SBT72108,NA
249,NA,NA,NA,PocGH01_00028300.1-p1,229,,NA,,,1036544223,SBS90657,NA
250,NA,NA,NA,PocGH01_00128900.1-p1,236,,NA,,,1036541270,SBS94735,NA
251,NA,NA,NA,PocGH01_00130350.1-p1,249,GO:0016020,1,membrane,Cellular Component,1114640902,SBT83010,NA
252,NA,NA,NA,PocGH01_00028750.1-p1,200,,NA,,,1036542341,SBS93353,NA
253,NA,NA,NA,PocGH01_00029100.1-p1,193,GO:0016021,1,integral component of membrane,Cellular Component,1114640230;1036544464,SBS90244;SBT83640,NA
254,NA,NA,NA,PocGH01_00134900.1-p1,292,GO:0016021,1,integral component of membrane,Cellular Component,1114640252,SBT83616,NA
255,NA,NA,NA,PocGH01_00135400.1-p1,201,GO:0016021,1,integral component of membrane,Cellular Component,1114640256,SBT83621,NA
256,NA,NA,NA,PocGH01_00139300.1-p1,253,GO:0016021,1,integral component of membrane,Cellular Component,1114640216,SBT83670,NA
257,NA,NA,NA,PocGH01_00143100.1-p1,300,,NA,,,1037165363,SBT02624,NA
258,NA,NA,NA,PocGH01_00143200.1-p1,195,,NA,,,1114640416;1114640150;1114639772,SBT84046;SBT83474;SBT83716,NA
259,NA,NA,NA,PocGH01_00031100.1-p1,260,GO:0016021,1,integral component of membrane,Cellular Component,1114640103,SBT83757,NA
260,NA,NA,NA,PocGH01_00145300.1-p1,211,GO:0016021,1,integral component of membrane,Cellular Component,1037170215;1114640122,SBS99173;SBT83744,NA
261,NA,NA,NA,PocGH01_00145400.1-p1,294,GO:0016021,1,integral component of membrane,Cellular Component,1037170214,SBS99171,NA
262,NA,NA,NA,PocGH01_00145500.1-p1,278,GO:0016021,1,integral component of membrane,Cellular Component,1114640123,SBT83746,NA
263,NA,NA,NA,PocGH01_00145800.1-p1,311,GO:0016021,1,integral component of membrane,Cellular Component,1036549544;1037170708;1114640125,SBS98751;SBS82075;SBT83749,NA
264,NA,NA,NA,PocGH01_00147000.1-p1,205,GO:0016021,1,integral component of membrane,Cellular Component,1114640095,SBT83766,NA
265,NA,NA,NA,PocGH01_00148200.1-p1,244,GO:0016021,1,integral component of membrane,Cellular Component,1114640070,SBT83778,NA
266,NA,NA,NA,PocGH01_00149600.1-p1,263,GO:0016021,1,integral component of membrane,Cellular Component,1114640081,SBT83793,NA
267,NA,NA,NA,PocGH01_00013050.1-p1,273,,NA,,,1037164260;1037143324,SBT57193;SBT31158,NA
268,NA,NA,NA,PocGH01_00157900.1-p1,244,GO:0016021,1,integral component of membrane,Cellular Component,1114639953,SBT83911,NA
269,NA,NA,NA,PocGH01_00158500.1-p1,202,GO:0016021,1,integral component of membrane,Cellular Component,1114639933,SBT83917,NA
270,NA,NA,NA,PocGH01_00035000.1-p1,225,GO:0016021,1,integral component of membrane,Cellular Component,1114639878,SBT83958,NA
271,NA,NA,NA,PocGH01_00164550.1-p1,180,,NA,,,1114640095,SBT83766,NA
272,NA,NA,NA,PocGH01_00168400.1-p1,195,,NA,,,1114640416;1114640150;1114639772,SBT84046;SBT83474;SBT83716,NA
273,NA,NA,NA,PocGH01_00037500.1-p1,358,GO:0016021,1,integral component of membrane,Cellular Component,1114639740,SBT84083,NA
274,NA,NA,NA,PocGH01_00169000.1-p1,233,GO:0016021,1,integral component of membrane,Cellular Component,1036541000,SBS95026,NA
275,NA,NA,NA,PocGH01_00169400.1-p1,286,GO:0016021,1,integral component of membrane,Cellular Component,1036541005;1037167892;1114639751,SBT01121;SBS95033;SBT84065,NA
276,NA,NA,NA,PocGH01_00170300.1-p1,129,GO:0016021,1,integral component of membrane,Cellular Component,1114639748,SBT84074,NA
277,NA,NA,NA,PocGH01_00172100.1-p1,287,GO:0016021,1,integral component of membrane,Cellular Component,1114639724,SBT84096,NA
278,NA,NA,NA,PocGH01_00172750.1-p1,412,,NA,,,1037153906;1037150858,SBT58910;SBT33159,NA
279,NA,NA,NA,PocGH01_00174700.1-p1,262,GO:0016021,1,integral component of membrane,Cellular Component,1114639690;1037167900,SBT01113;SBT84130,NA
280,NA,NA,NA,PocGH01_00175200.1-p1,245,GO:0016021,1,integral component of membrane,Cellular Component,1114639681,SBT84135,NA
281,NA,NA,NA,PocGH01_00013700.1-p1,261,GO:0016021,1,integral component of membrane,Cellular Component,1114639361,SBT84376,NA
282,NA,NA,NA,PocGH01_00181100.1-p1,287,GO:0016021,1,integral component of membrane,Cellular Component,1114639573;1036542446,SBS93208;SBT84221,NA
283,NA,NA,NA,PocGH01_00181600.1-p1,238,GO:0016021,1,integral component of membrane,Cellular Component,1036544059;1114639558,SBS90933;SBT84228,NA
284,NA,NA,NA,PocGH01_00187600.1-p1,146,GO:0016021,1,integral component of membrane,Cellular Component,1036541570;1037169869,SBS94379;SBS99502,NA
285,NA,NA,NA,PocGH01_00188600.1-p1,255,GO:0016021,1,integral component of membrane,Cellular Component,1114639444,SBT84314,NA
286,NA,NA,NA,PocGH01_00190200.1-p1,228,GO:0016021,1,integral component of membrane,Cellular Component,1114639412,SBT84332,NA
287,NA,NA,NA,PocGH01_00191050.1-p1,246,GO:0016021,1,integral component of membrane,Cellular Component,1036542954;1037168042,SBS92566;SBT00989,NA
288,NA,NA,NA,PocGH01_00192450.1-p1,266,,NA,,,1114639282,SBT84437,NA
289,NA,NA,NA,PocGH01_00192700.1-p1,191,GO:0016021,1,integral component of membrane,Cellular Component,1114639374,SBT84363,NA
290,NA,NA,NA,PocGH01_00195400.1-p1,302,GO:0016021,1,integral component of membrane,Cellular Component,1114639324,SBT84412,NA
291,NA,NA,NA,PocGH01_00197200.1-p1,304,GO:0016021,1,integral component of membrane,Cellular Component,1114639282,SBT84437,NA
292,NA,NA,NA,PocGH01_00045300.1-p1,226,GO:0016021,1,integral component of membrane,Cellular Component,1114639243,SBT84468,NA
293,NA,NA,NA,PocGH01_00198700.1-p1,201,GO:0016021,1,integral component of membrane,Cellular Component,1114639255,SBT84458,NA
294,NA,NA,NA,PocGH01_00200700.1-p1,192,GO:0016021,1,integral component of membrane,Cellular Component,1037169457;1036549265,SBS82494;SBS99836,NA
295,NA,NA,NA,PocGH01_00201300.1-p1,258,GO:0016021,1,integral component of membrane,Cellular Component,1114639224,SBT84488,NA
296,NA,NA,NA,PocGH01_00047000.1-p1,235,GO:0016021,1,integral component of membrane,Cellular Component,1114639164,SBT84525,NA
297,NA,NA,NA,PocGH01_00047300.1-p1,247,GO:0016021,1,integral component of membrane,Cellular Component,1114639167,SBT84528,NA
298,NA,NA,NA,PocGH01_00202500.1-p1,222,GO:0016021,1,integral component of membrane,Cellular Component,1037167357;1114639182,SBT01544;SBT84511,NA
299,NA,NA,NA,PocGH01_00202900.1-p1,202,GO:0016021,1,integral component of membrane,Cellular Component,1114639186,SBT84515,NA
300,NA,NA,NA,PocGH01_00204600.1-p1,178,GO:0016021,1,integral component of membrane,Cellular Component,1114639159,SBT84535,NA
301,NA,NA,NA,PocGH01_00049300.1-p1,175,GO:0016021,1,integral component of membrane,Cellular Component,1114639026,SBT84645,NA
302,NA,NA,NA,PocGH01_00210100.1-p1,266,GO:0016021,1,integral component of membrane,Cellular Component,1114639070,SBT84600,NA
303,NA,NA,NA,PocGH01_00214000.1-p1,252,GO:0016021,1,integral component of membrane,Cellular Component,1114639030,SBT84632,NA
304,NA,NA,NA,PocGH01_00214700.1-p1,323,,NA,,,1104601597,SBT74337,NA
305,NA,NA,NA,PocGH01_00216600.1-p1,204,GO:0016021,1,integral component of membrane,Cellular Component,1114639000,SBT84676,NA
306,NA,NA,NA,PocGH01_00218800.1-p1,209,GO:0016021,1,integral component of membrane,Cellular Component,1114638979,SBT84698,NA
307,NA,NA,NA,PocGH01_00220400.1-p1,213,GO:0016021,1,integral component of membrane,Cellular Component,1114638965,SBT84715,NA
308,NA,NA,NA,PocGH01_00221300.1-p1,298,GO:0016021,1,integral component of membrane,Cellular Component,1037164770;1114638955;1036540982,SBT02926;SBS95073;SBT84724,NA
309,NA,NA,NA,PocGH01_00222000.1-p1,214,GO:0016021,1,integral component of membrane,Cellular Component,1114638948;1037164926,SBT02847;SBT84732,NA
310,NA,NA,NA,PocGH01_00222800.1-p1,289,GO:0016021,1,integral component of membrane,Cellular Component,1114638941,SBT84740,NA
311,NA,NA,NA,PocGH01_00223600.1-p1,210,GO:0016021,1,integral component of membrane,Cellular Component,1114638930,SBT84748,NA
312,NA,NA,NA,PocGH01_00224200.1-p1,284,GO:0016021,1,integral component of membrane,Cellular Component,1037165572;1114638918;1036547941,SBS84790;SBT02513;SBT84759,NA
313,NA,NA,NA,PocGH01_00224400.1-p1,167,,NA,,,1037166561;1036547930,SBS84772;SBT02015,NA
314,NA,NA,NA,PocGH01_00225500.1-p1,286,GO:0016021,1,integral component of membrane,Cellular Component,1114638913;1036541063,SBS94967;SBT84772,NA
315,NA,NA,NA,PocGH01_00227600.1-p1,302,GO:0016021,1,integral component of membrane,Cellular Component,1037169548,SBS99766,NA
316,NA,NA,NA,PocGH01_00228200.1-p1,252,GO:0016021,1,integral component of membrane,Cellular Component,1114638883,SBT84800,NA
317,NA,NA,NA,PocGH01_00050130.1-p1,210,GO:0016021,1,integral component of membrane,Cellular Component,1114638774,SBT84912,NA
318,NA,NA,NA,PocGH01_00050300.1-p1,215,GO:0016021,1,integral component of membrane,Cellular Component,1114638774,SBT84912,NA
319,NA,NA,NA,PocGH01_00233400.1-p1,242,GO:0016021,1,integral component of membrane,Cellular Component,1037165505;1114638833,SBT02549;SBT84855,NA
320,NA,NA,NA,PocGH01_00233800.1-p1,216,GO:0016021,1,integral component of membrane,Cellular Component,1037158211,SBT52261,NA
321,NA,NA,NA,PocGH01_00234700.1-p1,249,,NA,,,1037146049;1037155805,SBT52324;SBT57044,NA
322,NA,NA,NA,PocGH01_00235400.1-p1,195,GO:0016021,1,integral component of membrane,Cellular Component,1036543951,SBS91105,NA
323,NA,NA,NA,PocGH01_00236800.1-p1,253,GO:0016021,1,integral component of membrane,Cellular Component,1114638799,SBT84889,NA
324,NA,NA,NA,PocGH01_00238400.1-p1,203,GO:0016021,1,integral component of membrane,Cellular Component,1114638778,SBT84905,NA
325,NA,NA,NA,PocGH01_00050600.1-p1,247,GO:0016021,1,integral component of membrane,Cellular Component,1114638747,SBT84926,NA
326,NA,NA,NA,PocGH01_00051400.1-p1,189,,NA,,,1036544223,SBS90657,NA
327,NA,NA,NA,PocGH01_00052900.1-p1,239,GO:0016021,1,integral component of membrane,Cellular Component,1036545199,SBS89127,NA
328,NA,NA,NA,PocGH01_00053500.1-p1,202,GO:0016021,1,integral component of membrane,Cellular Component,1114638714;1037167244;1036543606,SBS91635;SBT01633;SBT84956,NA
329,NA,NA,NA,PocGH01_00055400.1-p1,274,GO:0016020,1,membrane,Cellular Component,1104614593,SBT72716,NA
330,NA,NA,NA,PocGH01_00058300.1-p1,277,GO:0016021,1,integral component of membrane,Cellular Component,1114638646,SBT85013,NA
331,NA,NA,NA,PocGH01_00058800.1-p1,185,,NA,,,1114638651,SBT85018,NA
332,NA,NA,NA,PocGH01_00060350.1-p1,234,,NA,,,1037154379;1037165388;1037146062,SBT02612;SBT52122;SBT58624,NA
333,NA,NA,NA,PocGH01_00061400.1-p1,266,GO:0016021,1,integral component of membrane,Cellular Component,1114638622,SBT85045,NA
334,NA,NA,NA,PocGH01_00064600.1-p1,328,GO:0016021,1,integral component of membrane,Cellular Component,1114638586,SBT85079,NA
335,NA,NA,NA,PocGH01_00018400.1-p1,289,GO:0016021,1,integral component of membrane,Cellular Component,1036544136;1037166835;1114638509,SBS90755;SBT01885;SBT85162,NA
336,NA,NA,NA,PocGH01_00069900.1-p1,234,GO:0016020,1,membrane,Cellular Component,1114638535,SBT85139,NA
337,NA,NA,NA,PVX_096938.1-p1,268,,NA,,,1194439691;1620958166,XP_028546942;GAW84353,NA
338,NA,NA,NA,PVX_119205.1-p1,301,GO:0016021,1,integral component of membrane,Cellular Component,1714585571,VUZ95531,NA
339,NA,NA,NA,PVX_092995.1-p1,358,,NA,,,156099177;148804465,XP_001615591;EDL45864,NA
340,NA,NA,NA,PVX_109790-t26_1-p1,271,GO:0016021,1,integral component of membrane,Cellular Component,148801433;156082145,XP_001608562;EDL42834,NA
341,NA,NA,NA,PVX_036190-t26_1-p1,157,GO:0016021,1,integral component of membrane,Cellular Component,156092078;148801205,XP_001612403;EDL42610,NA
342,P.cynomolgi and P.vivax,41,234,NA,NA,NA,NA,NA,NA,NA,NA,"OG0002680 ""OG0002943"" ""OG0003094"" ""OG0005067"" ""OG0005910"" ""OG0006165"" ""OG0006402"" ""OG0007906"" ""OG0007907"" ""OG0007915"" ""OG0007917"" ""OG0009122"" ""OG0009127"" ""OG0010076"" ""OG0010081"" ""OG0010082"" ""OG0010084"" ""OG0011657"" ""OG0011664"" ""OG0011665"" ""OG0015121"" ""OG0015122"" ""OG0015123"" ""OG0015124"" ""OG0015125"" ""OG0015126"" ""OG0015127"" ""OG0015128""  ""OG0015129"" ""OG0015130"" ""OG0015131"" ""OG0015132"" ""OG0015133"" ""OG0015134"" ""OG0015136"" ""OG0015137"" ""OG0015138"" ""OG0015139"" ""OG0015140"" ""OG0015142"" ""OG0015143"""
343,NA,NA,NA,PCYB_012620-t26_1-p1,226,GO:0016021,1,integral component of membrane,Cellular Component,457867786;389582129,XP_004220816;GAB64529,NA
344,NA,NA,NA,PCYB_021040-t26_1-p1,227,GO:0016021,1,integral component of membrane,Cellular Component,389581814;457867157,XP_004220502;GAB64535,NA
345,NA,NA,NA,PCYB_021070-t26_1-p1,155,,NA,,,457867163;389581817,GAB64538;XP_004220505,NA
346,NA,NA,NA,PCYB_031010-t26_1-p1,232,GO:0016021,1,integral component of membrane,Cellular Component,457867793;389582133,XP_004220819;GAB64688,NA
347,NA,NA,NA,PCYB_031020-t26_1-p1,385,GO:0016021,1,integral component of membrane,Cellular Component,457867795;389582134,GAB64689;XP_004220820,NA
348,NA,NA,NA,PCYB_031040-t26_1-p1,135,GO:0016021,1,integral component of membrane,Cellular Component,389582136;457867799,XP_004220822;GAB64691,NA
349,NA,NA,NA,PCYB_032980-t26_1-p1,102,,NA,,,389582332;457868191,GAB64887;XP_004221018,NA
350,NA,NA,NA,PCYB_041020-t26_1-p1,287,GO:0016021,1,integral component of membrane,Cellular Component,457878405;390371019,XP_004225301;GAB64900,NA
351,NA,NA,NA,PCYB_051010-t26_1-p1,126,,NA,,,389582345;457868216,XP_004221030;GAB65083,NA
352,NA,NA,NA,PCYB_051040-t26_1-p1,143,GO:0016021,1,integral component of membrane,Cellular Component,457868222;389582348,XP_004221033;GAB65086,NA
353,NA,NA,NA,PCYB_052260-t26_1-p1,345,,NA,,,457868466;389582470,XP_004221155;GAB65208,NA
354,NA,NA,NA,PCYB_052950-t26_1-p1,254,GO:0016021,1,integral component of membrane,Cellular Component,389582539;457868604,XP_004221224;GAB65277,NA
355,NA,NA,NA,PCYB_052960-t26_1-p1,228,,NA,,,457868606;389582540,XP_004221225;GAB65278,NA
356,NA,NA,NA,PCYB_053810-t26_1-p1,126,GO:0016021,1,integral component of membrane,Cellular Component,457868776;389582625,XP_004221310;GAB65363,NA
357,NA,NA,NA,PCYB_053830-t26_1-p1,209,GO:0016021,1,integral component of membrane,Cellular Component,457868780;389582627,XP_004221312;GAB65365,NA
358,NA,NA,NA,PCYB_061030-t26_1-p1,209,GO:0016021,1,integral component of membrane,Cellular Component,389582634;457868793,GAB65371;XP_004221318,NA
359,NA,NA,NA,PCYB_074350-t26_1-p1,299,GO:0016021,1,integral component of membrane,Cellular Component,389583198;457869920,XP_004221881;GAB65934,NA
360,NA,NA,NA,PCYB_074360-t26_1-p1,343,GO:0016021,1,integral component of membrane,Cellular Component,389583199;457869922,XP_004221882;GAB65935,NA
361,NA,NA,NA,PCYB_081080-t26_1-p1,343,,NA,,,457869947;389583212,XP_004221894;GAB65947,NA
362,NA,NA,NA,PCYB_101010-t26_1-p1,99,,NA,,,389584018;457871557,XP_004222698;GAB66751,NA
363,NA,NA,NA,PCYB_104260-t26_1-p1,341,,NA,,,457872207;389584343,GAB67076;XP_004223023,NA
364,NA,NA,NA,PCYB_122730-t26_1-p1,352,,NA,,,457873469;389584975,XP_004223653;GAB67706,NA
365,NA,NA,NA,PCYB_126950-t26_1-p1,114,,NA,,,457874739;389585399,XP_004224077;GAB68130,NA
366,NA,NA,NA,PCYB_147660-t26_1-p1,2306,,NA,,,457878348;389586609,XP_004225285;GAB69338,NA
367,NA,NA,NA,PCYB_147670-t26_1-p1,447,GO:0016021,1,integral component of membrane,Cellular Component,457878350;389586610,GAB69339;XP_004225286,NA
368,NA,NA,NA,PCYB_147780-t26_1-p1,212,GO:0016021,1,integral component of membrane,Cellular Component,457878383;389586621,GAB69350;XP_004225297,NA
369,NA,NA,NA,PCYB_001010-t26_1-p1,364,GO:0016021,1,integral component of membrane,Cellular Component,389586625;457879216,GAB69353;XP_004228302,NA
370,NA,NA,NA,PCYB_001160-t26_1-p1,61,GO:0016021,1,integral component of membrane,Cellular Component,457879242;389586639,GAB69368;XP_004228314,NA
371,NA,NA,NA,PCYB_001420-t26_1-p1,90,,NA,,,389560475;457873667,GAB69394;XP_004227612,NA
372,NA,NA,NA,PCYB_001430-t26_1-p1,324,,NA,,,389560476;457873671,XP_004227613;GAB69395,NA
373,NA,NA,NA,PCYB_001500-t26_1-p1,242,,NA,,,457873713;389560487,GAB69402;XP_004227620,NA
374,NA,NA,NA,PCYB_001580-t26_1-p1,162,GO:0016021,1,integral component of membrane,Cellular Component,457873741;389560500,XP_004227628;GAB69410,NA
